DeliveryID,OrderID,DeliveryPartnerName,PickupTime,DeliveryEndTime,DistanceTraveled
8641,4641,Simran Kaur,06:03.4,24:03.4,9.84
8642,4642,Rahul Jain,13:03.4,31:03.4,3.59
8643,4643,Rohit Sharma,54:03.4,02:03.4,5.05
8644,4644,Divya Rao,57:03.4,20:03.4,7.23
8645,4645,Divya Rao,29:03.4,42:03.4,6.66
8646,4646,Simran Kaur,24:03.4,34:03.4,3.63
8647,4647,Priya Das,50:03.4,08:03.4,2.21
8648,4648,Divya Rao,36:03.4,49:03.4,2.06
8649,4649,Vikram Verma,43:03.4,53:03.4,6.49
8650,4650,Vikram Verma,21:03.4,44:03.4,3.78
8651,4651,Priya Das,11:03.4,19:03.4,7.86
8652,4652,Arjun Nair,26:03.4,34:03.4,6.19
8653,4653,Amit Singh,01:03.4,09:03.4,4.34
8654,4654,Vikram Verma,18:03.4,31:03.4,1.53
8655,4655,Amit Singh,38:03.4,56:03.4,7.38
8656,4656,Karan Mehta,06:03.4,19:03.4,3.77
8657,4657,Karan Mehta,18:03.4,36:03.4,2.33
8658,4658,Amit Singh,06:03.4,16:03.4,6.86
8659,4659,Divya Rao,16:03.4,29:03.4,2.35
8660,4660,Karan Mehta,36:03.4,44:03.4,1.96
8661,4661,Priya Das,43:03.4,56:03.4,4.26
8662,4662,Sneha Patil,06:03.4,19:03.4,4.23
8663,4663,Amit Singh,10:03.4,18:03.4,7.55
8664,4664,Simran Kaur,06:03.4,19:03.4,8.26
8665,4665,Karan Mehta,39:03.4,52:03.4,6.16
8666,4666,Karan Mehta,45:03.4,03:03.4,8.49
8667,4667,Sneha Patil,29:03.4,42:03.4,9.39
8668,4668,Priya Das,08:03.4,31:03.4,7.86
8669,4669,Priya Das,36:03.4,59:03.4,6.14
8670,4670,Rahul Jain,59:03.4,09:03.4,4.18
8671,4671,Rohit Sharma,58:03.4,21:03.4,3.02
8672,4672,Rahul Jain,11:03.4,29:03.4,5.83
8673,4673,Arjun Nair,26:03.4,36:03.4,5.63
8674,4674,Vikram Verma,32:03.4,50:03.4,9.4
8675,4675,Simran Kaur,12:03.4,25:03.4,1.63
8676,4676,Divya Rao,48:03.4,56:03.4,9.06
8677,4677,Amit Singh,09:03.4,27:03.4,1.54
8678,4678,Rahul Jain,13:03.4,21:03.4,5.2
8679,4679,Karan Mehta,49:03.4,02:03.4,3.73
8680,4680,Priya Das,35:03.4,45:03.4,4.62
8681,4681,Rahul Jain,38:03.4,46:03.4,7.9
8682,4682,Amit Singh,38:03.4,51:03.4,6.13
8683,4683,Amit Singh,34:03.4,57:03.4,9.85
8684,4684,Amit Singh,19:03.4,42:03.4,9.44
8685,4685,Priya Das,48:03.4,56:03.4,5.87
8686,4686,Rohit Sharma,47:03.4,05:03.4,7.59
8687,4687,Amit Singh,36:03.4,54:03.4,3.6
8688,4688,Priya Das,52:03.4,02:03.4,2.22
8689,4689,Divya Rao,02:03.4,12:03.4,6.13
8690,4690,Sneha Patil,47:03.4,55:03.4,5.29
8691,4691,Rohit Sharma,38:03.4,56:03.4,8.72
8692,4692,Sneha Patil,51:03.4,04:03.4,7.54
8693,4693,Vikram Verma,49:03.4,12:03.4,7.77
8694,4694,Rahul Jain,13:03.4,36:03.4,5.1
8695,4695,Rahul Jain,46:03.4,04:03.4,5.41
8696,4696,Rohit Sharma,17:03.4,30:03.4,5.49
8697,4697,Simran Kaur,39:03.4,52:03.4,6.43
8698,4698,Amit Singh,35:03.4,48:03.4,9.88
8699,4699,Sneha Patil,15:03.4,23:03.4,2.08
8700,4700,Simran Kaur,15:03.4,28:03.4,9.75
8701,4701,Rohit Sharma,09:03.4,17:03.4,8.66
8702,4702,Karan Mehta,39:03.4,57:03.4,6.48
8703,4703,Vikram Verma,33:03.4,43:03.4,9.71
8704,4704,Vikram Verma,59:03.4,07:03.4,5.99
8705,4705,Priya Das,21:03.4,44:03.4,1.85
8706,4706,Divya Rao,56:03.4,19:03.4,5.77
8707,4707,Amit Singh,17:03.4,35:03.4,6.93
8708,4708,Priya Das,25:03.4,35:03.4,6.41
8709,4709,Karan Mehta,54:03.4,17:03.4,4.97
8710,4710,Arjun Nair,49:03.4,12:03.4,6.16
8711,4711,Simran Kaur,21:03.4,31:03.4,9.84
8712,4712,Sneha Patil,54:03.4,04:03.4,5.07
8713,4713,Divya Rao,01:03.4,14:03.4,5.18
8714,4714,Rahul Jain,28:03.4,51:03.4,2.17
8715,4715,Rahul Jain,12:03.4,22:03.4,6.24
8716,4716,Simran Kaur,28:03.4,46:03.4,7.72
8717,4717,Arjun Nair,51:03.4,01:03.4,5.97
8718,4718,Sneha Patil,50:03.4,08:03.4,2.82
8719,4719,Simran Kaur,01:03.4,09:03.4,9.7
8720,4720,Sneha Patil,44:03.4,54:03.4,8.43
8721,4721,Sneha Patil,12:03.4,20:03.4,1.54
8722,4722,Amit Singh,24:03.4,32:03.4,3.05
8723,4723,Karan Mehta,10:03.4,20:03.4,4.08
8724,4724,Rohit Sharma,58:03.4,16:03.4,3.36
8725,4725,Vikram Verma,47:03.4,57:03.4,7.37
8726,4726,Priya Das,30:03.4,43:03.4,4.32
8727,4727,Amit Singh,55:03.4,18:03.4,6.43
8728,4728,Divya Rao,04:03.4,12:03.4,5.11
8729,4729,Rahul Jain,36:03.4,44:03.4,3.55
8730,4730,Divya Rao,49:03.4,57:03.4,8.26
8731,4731,Sneha Patil,54:03.4,02:03.4,9.51
8732,4732,Amit Singh,34:03.4,47:03.4,2.62
8733,4733,Rohit Sharma,25:03.4,35:03.4,6
8734,4734,Rahul Jain,58:03.4,21:03.4,4.87
8735,4735,Rohit Sharma,36:03.4,46:03.4,4.52
8736,4736,Rahul Jain,21:03.4,29:03.4,9.2
8737,4737,Rahul Jain,26:03.4,34:03.4,4.33
8738,4738,Vikram Verma,15:03.4,33:03.4,6.02
8739,4739,Karan Mehta,23:03.4,33:03.4,2.8
8740,4740,Karan Mehta,08:03.4,18:03.4,4.88
8741,4741,Simran Kaur,12:03.4,20:03.4,3.28
8742,4742,Karan Mehta,36:03.4,59:03.4,7.37
8743,4743,Rahul Jain,40:03.4,48:03.4,4.58
8744,4744,Simran Kaur,02:03.4,20:03.4,4.7
8745,4745,Karan Mehta,47:03.4,00:03.4,4.94
8746,4746,Rahul Jain,55:03.4,18:03.4,4.28
8747,4747,Amit Singh,33:03.4,41:03.4,5.1
8748,4748,Rohit Sharma,39:03.4,49:03.4,9.43
8749,4749,Priya Das,09:03.4,17:03.4,8.62
8750,4750,Arjun Nair,04:03.4,14:03.4,9.54
8751,4751,Divya Rao,17:03.4,35:03.4,4.95
8752,4752,Priya Das,34:03.4,52:03.4,3.18
8753,4753,Vikram Verma,11:03.4,24:03.4,4.04
8754,4754,Priya Das,22:03.4,35:03.4,7.01
8755,4755,Divya Rao,21:03.4,44:03.4,8.55
8756,4756,Vikram Verma,51:03.4,09:03.4,2.09
8757,4757,Priya Das,08:03.4,18:03.4,4.33
8758,4758,Amit Singh,27:03.4,50:03.4,7.43
8759,4759,Priya Das,03:03.4,13:03.4,1.94
8760,4760,Sneha Patil,47:03.4,05:03.4,6.58
8761,4761,Rahul Jain,35:03.4,45:03.4,3.17
8762,4762,Rohit Sharma,44:03.4,52:03.4,3.29
8763,4763,Vikram Verma,36:03.4,46:03.4,3.13
8764,4764,Simran Kaur,02:03.4,20:03.4,1.6
8765,4765,Vikram Verma,02:03.4,20:03.4,7.2
8766,4766,Sneha Patil,15:03.4,38:03.4,2.73
8767,4767,Priya Das,59:03.4,12:03.4,3.66
8768,4768,Karan Mehta,06:03.4,24:03.4,9.42
8769,4769,Vikram Verma,12:03.4,30:03.4,7.53
8770,4770,Sneha Patil,21:03.4,31:03.4,2.88
8771,4771,Divya Rao,45:03.4,08:03.4,9.12
8772,4772,Simran Kaur,41:03.4,49:03.4,3.27
8773,4773,Vikram Verma,45:03.4,03:03.4,3.27
8774,4774,Divya Rao,09:03.4,17:03.4,5.9
8775,4775,Rohit Sharma,24:03.4,42:03.4,4.93
8776,4776,Rohit Sharma,55:03.4,08:03.4,3.8
8777,4777,Arjun Nair,09:03.4,22:03.4,9.99
8778,4778,Rahul Jain,25:03.4,33:03.4,2.82
8779,4779,Amit Singh,08:03.4,16:03.4,8.9
8780,4780,Amit Singh,25:03.4,48:03.4,1.78
8781,4781,Sneha Patil,02:03.4,25:03.4,8
8782,4782,Karan Mehta,19:03.4,37:03.4,3.58
8783,4783,Rahul Jain,45:03.4,53:03.4,2.74
8784,4784,Karan Mehta,52:03.4,15:03.4,3.67
8785,4785,Rohit Sharma,13:03.4,36:03.4,7.25
8786,4786,Priya Das,48:03.4,01:03.4,3.79
8787,4787,Rahul Jain,22:03.4,45:03.4,4.75
8788,4788,Divya Rao,09:03.4,32:03.4,9.8
8789,4789,Arjun Nair,32:03.4,50:03.4,6.79
8790,4790,Arjun Nair,37:03.4,00:03.4,6.08
8791,4791,Karan Mehta,13:03.4,31:03.4,4.74
8792,4792,Rahul Jain,35:03.4,43:03.4,9.53
8793,4793,Divya Rao,23:03.4,41:03.4,7.71
8794,4794,Rahul Jain,41:03.4,59:03.4,1.92
8795,4795,Priya Das,40:03.4,53:03.4,5.75
8796,4796,Karan Mehta,33:03.4,51:03.4,7.22
8797,4797,Rohit Sharma,35:03.4,58:03.4,8.43
8798,4798,Vikram Verma,18:03.4,41:03.4,6.92
8799,4799,Arjun Nair,57:03.4,15:03.4,4.89
8800,4800,Rahul Jain,27:03.4,35:03.4,3.51
8801,4801,Vikram Verma,30:03.4,48:03.4,4.66
8802,4802,Vikram Verma,19:03.4,37:03.4,2.83
8803,4803,Rohit Sharma,41:03.4,59:03.4,9.5
8804,4804,Divya Rao,30:03.4,43:03.4,4.73
8805,4805,Sneha Patil,05:03.4,23:03.4,9.98
8806,4806,Rohit Sharma,46:03.4,54:03.4,3.13
8807,4807,Arjun Nair,16:03.4,24:03.4,3.62
8808,4808,Amit Singh,55:03.4,13:03.4,7.11
8809,4809,Vikram Verma,42:03.4,00:03.4,4.62
8810,4810,Vikram Verma,16:03.4,24:03.4,3.52
8811,4811,Simran Kaur,23:03.4,36:03.4,2.5
8812,4812,Vikram Verma,35:03.4,53:03.4,4.83
8813,4813,Vikram Verma,26:03.4,39:03.4,7.97
8814,4814,Priya Das,27:03.4,35:03.4,9.22
8815,4815,Sneha Patil,07:03.4,15:03.4,5.7
8816,4816,Divya Rao,42:03.4,50:03.4,1.82
8817,4817,Arjun Nair,03:03.4,11:03.4,1.71
8818,4818,Simran Kaur,31:03.4,41:03.4,5.27
8819,4819,Vikram Verma,43:03.4,53:03.4,3.95
8820,4820,Arjun Nair,05:03.4,28:03.4,9.76
8821,4821,Sneha Patil,22:03.4,45:03.4,2.43
8822,4822,Divya Rao,43:03.4,56:03.4,2.57
8823,4823,Priya Das,06:03.4,14:03.4,5.12
8824,4824,Simran Kaur,17:03.4,35:03.4,3.08
8825,4825,Karan Mehta,38:03.4,46:03.4,6.44
8826,4826,Rahul Jain,51:03.4,04:03.4,2.59
8827,4827,Rohit Sharma,52:03.4,00:03.4,9.4
8828,4828,Vikram Verma,19:03.4,32:03.4,3.15
8829,4829,Rahul Jain,15:03.4,33:03.4,4.77
8830,4830,Sneha Patil,54:03.4,02:03.4,2.35
8831,4831,Vikram Verma,35:03.4,48:03.4,3.7
8832,4832,Rohit Sharma,15:03.4,25:03.4,5.79
8833,4833,Rahul Jain,32:03.4,45:03.4,4.09
8834,4834,Karan Mehta,36:03.4,59:03.4,9.24
8835,4835,Amit Singh,53:03.4,11:03.4,3.7
8836,4836,Arjun Nair,05:03.4,15:03.4,3.37
8837,4837,Priya Das,25:03.4,38:03.4,2.05
8838,4838,Vikram Verma,31:03.4,41:03.4,5.02
8839,4839,Vikram Verma,46:03.4,09:03.4,6.93
8840,4840,Amit Singh,13:03.4,36:03.4,5.92
8841,4841,Rohit Sharma,22:03.4,45:03.4,8.26
8842,4842,Rohit Sharma,39:03.4,47:03.4,2.29
8843,4843,Divya Rao,49:03.4,59:03.4,9.92
8844,4844,Sneha Patil,09:03.4,27:03.4,2.86
8845,4845,Simran Kaur,33:03.4,43:03.4,2.45
8846,4846,Amit Singh,43:03.4,56:03.4,8.95
8847,4847,Simran Kaur,40:03.4,03:03.4,5.08
8848,4848,Rohit Sharma,26:03.4,39:03.4,2.19
8849,4849,Sneha Patil,42:03.4,52:03.4,2.65
8850,4850,Priya Das,55:03.4,18:03.4,5.01
8851,4851,Sneha Patil,44:03.4,54:03.4,4.62
8852,4852,Amit Singh,01:03.4,09:03.4,7.76
8853,4853,Simran Kaur,22:03.4,35:03.4,6.01
8854,4854,Rohit Sharma,51:03.4,09:03.4,4.02
8855,4855,Karan Mehta,00:03.4,13:03.4,9.85
8856,4856,Karan Mehta,11:03.4,29:03.4,2.73
8857,4857,Karan Mehta,44:03.4,57:03.4,2.38
8858,4858,Karan Mehta,46:03.4,54:03.4,2.25
8859,4859,Rohit Sharma,40:03.4,48:03.4,9.04
8860,4860,Karan Mehta,03:03.4,21:03.4,2.59
8861,4861,Karan Mehta,57:03.4,07:03.4,3.43
8862,4862,Divya Rao,50:03.4,58:03.4,1.55
8863,4863,Rahul Jain,15:03.4,28:03.4,5.82
8864,4864,Sneha Patil,29:03.4,52:03.4,5.85
8865,4865,Vikram Verma,08:03.4,21:03.4,3.79
8866,4866,Amit Singh,36:03.4,44:03.4,7.69
8867,4867,Karan Mehta,44:03.4,07:03.4,4.37
8868,4868,Simran Kaur,40:03.4,58:03.4,2.05
8869,4869,Rahul Jain,22:03.4,35:03.4,2.14
8870,4870,Divya Rao,33:03.4,41:03.4,7.84
8871,4871,Simran Kaur,05:03.4,18:03.4,9.96
8872,4872,Simran Kaur,01:03.4,09:03.4,7.07
8873,4873,Sneha Patil,55:03.4,08:03.4,3.87
8874,4874,Amit Singh,39:03.4,57:03.4,6.03
8875,4875,Sneha Patil,17:03.4,35:03.4,5.34
8876,4876,Vikram Verma,24:03.4,42:03.4,2.32
8877,4877,Simran Kaur,36:03.4,59:03.4,9.37
8878,4878,Priya Das,21:03.4,29:03.4,7.14
8879,4879,Priya Das,15:03.4,38:03.4,7.18
8880,4880,Sneha Patil,55:03.4,13:03.4,4.28
8881,4881,Simran Kaur,46:03.4,04:03.4,3.44
8882,4882,Simran Kaur,38:03.4,01:03.4,5.3
8883,4883,Rohit Sharma,11:03.4,21:03.4,1.81
8884,4884,Karan Mehta,13:03.4,23:03.4,7.15
8885,4885,Karan Mehta,01:03.4,19:03.4,7.05
8886,4886,Karan Mehta,35:03.4,45:03.4,7.93
8887,4887,Amit Singh,23:03.4,31:03.4,9.94
8888,4888,Rohit Sharma,34:03.4,52:03.4,3.24
8889,4889,Priya Das,59:03.4,22:03.4,1.96
8890,4890,Priya Das,30:03.4,38:03.4,5.58
8891,4891,Arjun Nair,25:03.4,43:03.4,10
8892,4892,Karan Mehta,21:03.4,44:03.4,6.81
8893,4893,Vikram Verma,14:03.4,22:03.4,4
8894,4894,Simran Kaur,23:03.4,31:03.4,7.02
8895,4895,Amit Singh,58:03.4,06:03.4,9.62
8896,4896,Priya Das,35:03.4,58:03.4,5.78
8897,4897,Karan Mehta,43:03.4,56:03.4,4.82
8898,4898,Karan Mehta,35:03.4,45:03.4,8.6
8899,4899,Rahul Jain,12:03.4,30:03.4,5.34
8900,4900,Priya Das,09:03.4,27:03.4,5.02
8901,4901,Amit Singh,16:03.4,24:03.4,9.48
8902,4902,Priya Das,18:03.4,36:03.4,3.3
8903,4903,Priya Das,19:03.4,32:03.4,9.58
8904,4904,Vikram Verma,45:03.4,53:03.4,4.99
8905,4905,Karan Mehta,18:03.4,31:03.4,7.02
8906,4906,Rahul Jain,49:03.4,57:03.4,2.89
8907,4907,Arjun Nair,43:03.4,51:03.4,1.72
8908,4908,Amit Singh,49:03.4,02:03.4,9.43
8909,4909,Priya Das,43:03.4,51:03.4,9.68
8910,4910,Divya Rao,34:03.4,47:03.4,7.34
8911,4911,Vikram Verma,11:03.4,24:03.4,4.88
8912,4912,Divya Rao,19:03.4,29:03.4,9.78
8913,4913,Sneha Patil,23:03.4,46:03.4,3.68
8914,4914,Sneha Patil,03:03.4,26:03.4,8.87
8915,4915,Priya Das,48:03.4,58:03.4,2.71
8916,4916,Sneha Patil,58:03.4,06:03.4,9.09
8917,4917,Arjun Nair,51:03.4,09:03.4,4.99
8918,4918,Sneha Patil,53:03.4,11:03.4,7.82
8919,4919,Rohit Sharma,14:03.4,37:03.4,4.16
8920,4920,Rohit Sharma,31:03.4,44:03.4,6.22
8921,4921,Priya Das,36:03.4,59:03.4,5.99
8922,4922,Amit Singh,33:03.4,41:03.4,5.76
8923,4923,Rohit Sharma,59:03.4,17:03.4,2.84
8924,4924,Karan Mehta,30:03.4,43:03.4,7.25
8925,4925,Amit Singh,02:03.4,15:03.4,3.02
8926,4926,Rohit Sharma,17:03.4,40:03.4,5.77
8927,4927,Sneha Patil,45:03.4,08:03.4,1.74
8928,4928,Arjun Nair,24:03.4,32:03.4,9.45
8929,4929,Rahul Jain,28:03.4,38:03.4,7.87
8930,4930,Simran Kaur,14:03.4,27:03.4,3.85
8931,4931,Rahul Jain,14:03.4,27:03.4,6.84
8932,4932,Priya Das,23:03.4,36:03.4,6.38
8933,4933,Divya Rao,00:03.4,08:03.4,7.5
8934,4934,Simran Kaur,29:03.4,37:03.4,7.83
8935,4935,Rahul Jain,37:03.4,50:03.4,3.44
8936,4936,Rahul Jain,42:03.4,52:03.4,9.11
8937,4937,Amit Singh,20:03.4,28:03.4,5.13
8938,4938,Karan Mehta,11:03.4,19:03.4,7.83
8939,4939,Rahul Jain,21:03.4,44:03.4,3.86
8940,4940,Priya Das,30:03.4,40:03.4,5.31
8941,4941,Sneha Patil,06:03.4,24:03.4,3.69
8942,4942,Vikram Verma,49:03.4,02:03.4,9.12
8943,4943,Arjun Nair,40:03.4,03:03.4,7.11
8944,4944,Amit Singh,43:03.4,01:03.4,5.29
8945,4945,Karan Mehta,30:03.4,48:03.4,7.31
8946,4946,Vikram Verma,57:03.4,10:03.4,1.77
8947,4947,Arjun Nair,15:03.4,33:03.4,6.73
8948,4948,Priya Das,38:03.4,51:03.4,6.31
8949,4949,Simran Kaur,57:03.4,10:03.4,9.56
8950,4950,Sneha Patil,58:03.4,11:03.4,2
8951,4951,Sneha Patil,27:03.4,40:03.4,9.27
8952,4952,Vikram Verma,06:03.4,24:03.4,6.58
8953,4953,Rohit Sharma,57:03.4,20:03.4,7.12
8954,4954,Arjun Nair,27:03.4,35:03.4,4.42
8955,4955,Vikram Verma,22:03.4,40:03.4,3.26
8956,4956,Arjun Nair,10:03.4,28:03.4,2.62
8957,4957,Divya Rao,34:03.4,42:03.4,5.27
8958,4958,Arjun Nair,21:03.4,29:03.4,3.88
8959,4959,Rahul Jain,39:03.4,57:03.4,5.66
8960,4960,Divya Rao,45:03.4,53:03.4,4.69
8961,4961,Simran Kaur,25:03.4,48:03.4,5.26
8962,4962,Sneha Patil,39:03.4,52:03.4,8.52
8963,4963,Rahul Jain,18:03.4,26:03.4,9.41
8964,4964,Rahul Jain,41:03.4,49:03.4,9.49
8965,4965,Rahul Jain,42:03.4,52:03.4,4.29
8966,4966,Karan Mehta,39:03.4,57:03.4,7.92
8967,4967,Rahul Jain,40:03.4,58:03.4,8.21
8968,4968,Simran Kaur,33:03.4,51:03.4,2.42
8969,4969,Divya Rao,15:03.4,23:03.4,7.71
8970,4970,Sneha Patil,53:03.4,03:03.4,1.97
8971,4971,Simran Kaur,16:03.4,39:03.4,7.15
8972,4972,Rahul Jain,53:03.4,16:03.4,9.19
8973,4973,Divya Rao,04:03.4,27:03.4,5.85
8974,4974,Divya Rao,05:03.4,18:03.4,8.48
8975,4975,Arjun Nair,30:03.4,53:03.4,8.18
8976,4976,Rahul Jain,54:03.4,17:03.4,5.94
8977,4977,Sneha Patil,04:03.4,12:03.4,4.83
8978,4978,Rohit Sharma,50:03.4,58:03.4,5.21
8979,4979,Divya Rao,17:03.4,30:03.4,2.13
8980,4980,Rahul Jain,10:03.4,28:03.4,6.05
8981,4981,Karan Mehta,40:03.4,03:03.4,9.92
8982,4982,Sneha Patil,33:03.4,41:03.4,8.62
8983,4983,Divya Rao,57:03.4,07:03.4,4.9
8984,4984,Amit Singh,39:03.4,02:03.4,2.09
8985,4985,Sneha Patil,43:03.4,01:03.4,6.44
8986,4986,Simran Kaur,40:03.4,03:03.4,8.64
8987,4987,Amit Singh,41:03.4,54:03.4,8.37
8988,4988,Divya Rao,41:03.4,51:03.4,5.98
8989,4989,Karan Mehta,10:03.4,18:03.4,6.49
8990,4990,Rahul Jain,50:03.4,00:03.4,5
8991,4991,Rohit Sharma,44:03.4,07:03.4,7.61
8992,4992,Vikram Verma,30:03.4,53:03.4,9.73
8993,4993,Simran Kaur,44:03.4,07:03.4,6.02
8994,4994,Sneha Patil,16:03.4,34:03.4,9.16
8995,4995,Priya Das,45:03.4,03:03.4,4.89
8996,4996,Rahul Jain,04:03.4,17:03.4,8
8997,4997,Vikram Verma,02:03.4,12:03.4,4.15
8998,4998,Divya Rao,41:03.4,49:03.4,4.42
8999,4999,Arjun Nair,37:03.4,47:03.4,2.64
9000,5000,Priya Das,46:03.4,59:03.4,4.84
9001,5001,Arjun Nair,24:03.4,34:03.4,6.71
9002,5002,Arjun Nair,09:03.4,27:03.4,8.27
9003,5003,Rahul Jain,19:03.4,27:03.4,7.52
9004,5004,Amit Singh,44:03.4,52:03.4,9.37
9005,5005,Divya Rao,27:03.4,45:03.4,2.06
9006,5006,Divya Rao,00:03.4,13:03.4,4.21
9007,5007,Arjun Nair,21:03.4,34:03.4,2.49
9008,5008,Arjun Nair,45:03.4,58:03.4,4.42
9009,5009,Arjun Nair,32:03.4,45:03.4,4.83
9010,5010,Simran Kaur,34:03.4,47:03.4,2.29
9011,5011,Amit Singh,20:03.4,30:03.4,6.16
9012,5012,Amit Singh,01:03.4,24:03.4,3.95
9013,5013,Rohit Sharma,12:03.4,22:03.4,3.01
9014,5014,Arjun Nair,48:03.4,56:03.4,4.29
9015,5015,Arjun Nair,28:03.4,41:03.4,8.66
9016,5016,Divya Rao,39:03.4,47:03.4,2.22
9017,5017,Sneha Patil,54:03.4,02:03.4,5.4
9018,5018,Sneha Patil,22:03.4,30:03.4,7.34
9019,5019,Rohit Sharma,04:03.4,27:03.4,8.7
9020,5020,Rohit Sharma,35:03.4,43:03.4,4.9
9021,5021,Rohit Sharma,55:03.4,03:03.4,2.3
9022,5022,Priya Das,41:03.4,04:03.4,8.52
9023,5023,Sneha Patil,47:03.4,10:03.4,9.27
9024,5024,Amit Singh,10:03.4,20:03.4,3.51
9025,5025,Rohit Sharma,01:03.4,19:03.4,5.65
9026,5026,Vikram Verma,43:03.4,06:03.4,7.66
9027,5027,Karan Mehta,42:03.4,50:03.4,8.7
9028,5028,Karan Mehta,54:03.4,04:03.4,6.19
9029,5029,Rahul Jain,11:03.4,21:03.4,2.21
9030,5030,Priya Das,41:03.4,51:03.4,9.2
9031,5031,Priya Das,03:03.4,16:03.4,9.57
9032,5032,Rahul Jain,55:03.4,03:03.4,3.81
9033,5033,Priya Das,02:03.4,15:03.4,3.37
9034,5034,Rohit Sharma,20:03.4,43:03.4,4.86
9035,5035,Amit Singh,27:03.4,35:03.4,6.86
9036,5036,Priya Das,34:03.4,42:03.4,8.95
9037,5037,Karan Mehta,42:03.4,50:03.4,2.85
9038,5038,Sneha Patil,33:03.4,46:03.4,3.03
9039,5039,Rohit Sharma,07:03.4,20:03.4,4.15
9040,5040,Divya Rao,06:03.4,19:03.4,1.98
9041,5041,Simran Kaur,16:03.4,39:03.4,9.59
9042,5042,Priya Das,52:03.4,15:03.4,7.56
9043,5043,Sneha Patil,13:03.4,26:03.4,3.58
9044,5044,Arjun Nair,14:03.4,27:03.4,7.74
9045,5045,Divya Rao,51:03.4,59:03.4,4.48
9046,5046,Priya Das,44:03.4,57:03.4,9.51
9047,5047,Rahul Jain,54:03.4,17:03.4,4.59
9048,5048,Simran Kaur,28:03.4,41:03.4,9.31
9049,5049,Simran Kaur,44:03.4,57:03.4,7.98
9050,5050,Simran Kaur,54:03.4,17:03.4,2.32
9051,5051,Amit Singh,39:03.4,57:03.4,6.48
9052,5052,Sneha Patil,20:03.4,43:03.4,4.01
9053,5053,Karan Mehta,09:03.4,17:03.4,3.3
9054,5054,Simran Kaur,30:03.4,48:03.4,6.43
9055,5055,Amit Singh,06:03.4,16:03.4,1.95
9056,5056,Priya Das,14:03.4,24:03.4,1.94
9057,5057,Rohit Sharma,39:03.4,02:03.4,6.04
9058,5058,Karan Mehta,43:03.4,53:03.4,8.18
9059,5059,Amit Singh,45:03.4,58:03.4,9.12
9060,5060,Simran Kaur,20:03.4,28:03.4,9.08
9061,5061,Priya Das,43:03.4,51:03.4,8.23
9062,5062,Karan Mehta,43:03.4,56:03.4,4.54
9063,5063,Amit Singh,37:03.4,47:03.4,8.94
9064,5064,Amit Singh,30:03.4,43:03.4,1.76
9065,5065,Amit Singh,32:03.4,45:03.4,6.7
9066,5066,Rohit Sharma,42:03.4,50:03.4,6.4
9067,5067,Vikram Verma,06:03.4,19:03.4,7.55
9068,5068,Rahul Jain,29:03.4,47:03.4,2.4
9069,5069,Karan Mehta,41:03.4,04:03.4,6.69
9070,5070,Rahul Jain,34:03.4,52:03.4,7.09
9071,5071,Rahul Jain,13:03.4,36:03.4,3.11
9072,5072,Arjun Nair,06:03.4,16:03.4,1.76
9073,5073,Karan Mehta,57:03.4,20:03.4,3.05
9074,5074,Sneha Patil,37:03.4,50:03.4,9.22
9075,5075,Divya Rao,03:03.4,26:03.4,2.6
9076,5076,Arjun Nair,46:03.4,59:03.4,4.14
9077,5077,Priya Das,12:03.4,35:03.4,5.18
9078,5078,Rohit Sharma,01:03.4,14:03.4,5.19
9079,5079,Amit Singh,19:03.4,42:03.4,7.27
9080,5080,Sneha Patil,30:03.4,43:03.4,4.25
9081,5081,Sneha Patil,51:03.4,14:03.4,2.49
9082,5082,Amit Singh,41:03.4,59:03.4,9.01
9083,5083,Amit Singh,44:03.4,02:03.4,7.71
9084,5084,Amit Singh,13:03.4,26:03.4,8.21
9085,5085,Karan Mehta,22:03.4,35:03.4,7.84
9086,5086,Arjun Nair,53:03.4,03:03.4,8.99
9087,5087,Karan Mehta,16:03.4,26:03.4,3.88
9088,5088,Arjun Nair,55:03.4,13:03.4,6.59
9089,5089,Simran Kaur,20:03.4,30:03.4,2.21
9090,5090,Karan Mehta,52:03.4,00:03.4,8.56
9091,5091,Karan Mehta,55:03.4,05:03.4,6.82
9092,5092,Arjun Nair,41:03.4,04:03.4,2.48
9093,5093,Rohit Sharma,58:03.4,16:03.4,7.04
9094,5094,Arjun Nair,57:03.4,07:03.4,6.68
9095,5095,Amit Singh,18:03.4,28:03.4,4.29
9096,5096,Rahul Jain,26:03.4,44:03.4,9.76
9097,5097,Karan Mehta,00:03.4,23:03.4,4.12
9098,5098,Rahul Jain,59:03.4,12:03.4,3.4
9099,5099,Rohit Sharma,06:03.4,29:03.4,5.06
9100,5100,Arjun Nair,49:03.4,57:03.4,9.51
9101,5101,Rohit Sharma,40:03.4,48:03.4,5.85
9102,5102,Priya Das,50:03.4,00:03.4,9.38
9103,5103,Rahul Jain,41:03.4,59:03.4,7.19
9104,5104,Karan Mehta,27:03.4,37:03.4,2.78
9105,5105,Priya Das,00:03.4,18:03.4,9.15
9106,5106,Divya Rao,49:03.4,07:03.4,3.46
9107,5107,Simran Kaur,38:03.4,51:03.4,6.78
9108,5108,Simran Kaur,27:03.4,37:03.4,4.15
9109,5109,Vikram Verma,25:03.4,43:03.4,6.21
9110,5110,Priya Das,02:03.4,20:03.4,6.25
